1961,2.8
1962,5.1
1963,6.1
1964,6.0
1965,9.2
1966,12.1
1967,9.5
1968,13.1
1969,17.3
1970,22.1
1971,26.8
1972,30.1
1973,36.7
1974,39.8
1975,41.2
1976,44.0
1977,48.7
1978,51.7
1979,54.6
1980,57.2
1981,58.5
1982,62.0
1983,62.9
1984,64.8
1985,67.4
1986,67.4
1987,70.6
1988,71.9
1989,76.0
1990,77.3
1991,79.5
1992,78.6
1993,80.0
1994,79.7
1995,80.0
1996,80.1
1997,82.6
1998,83.1
1999,82.5
2000,83.6
2001,85.3
2002,84.4
2003,86.4
2004,86.0
2005,81.6
2006,83.9
2007,83.9
2008,85.1
2009,83.2
2010,83.3
2011,82.7
2012,84.2
2013,84.1
2014,81.0
2015,80.1
2016,81.8
2017,79.1
2018,79.9
2019,79.6
2020,78.5
2021,79.4
2022,80.6
